Icfes_nuevo;Icfes_Matematicas;Tiempo_empleado_en_la_verificación_de_conocimientos;Dominio_Inicial;Categoria_temas_inicial;avance_precalculo_aleks;Dominio_Final;Categoria_temas_final;Tiempo_Total_Tiempo;Tiempo_total_Aprendidos_hora;programa_en_matricula;division_en_matricula;Mat_Curso_Asignatura_Relacionada;avance_cuartiles;cumplimiento_temas;nota_primer_parcial;nota_final
382;78;1,355196242;102;3 Gráficos y funciones;41;143;5 Funciones trigonométricas;11,115198212;3,69688862;Ciencia de Datos;División de Ciencias Básicas;MAT4190;1 Avance entre [ 25 - 55 temas];Cumplimiento meta;4,6;4,4
359;71;1,468760683;26;2 Ecuaciones y desigualdades;17;44;3 Temas Parcial 1 Cálculo I;8,48789103;2,041507919;Ingeniería Electrónica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,5;4,3
374;75;0,415865508;4;1 Repaso de álgebra y geometría;20;22;2 Ecuaciones y desigualdades;5,552361916;3,597485583;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,5;4
338;63;0,128658657;0;0 No dominó temas;12;12;2 Ecuaciones y desigualdades;6,542455901;1,810189213;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,04;1,4
291;60;0,357701751;1;0 No dominó temas;37;37;3 Temas Parcial 1 Cálculo I;33,250069106;1,227224853;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,72;1,5
382;76;0,743878139;20;2 Ecuaciones y desigualdades;51;72;4 Temas Parcial 2 Cálculo I;15,584208373;3,678071169;Administración de Empresas;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;5;4,9
290;67;0,54196653;1;0 No dominó temas;10;10;1 Repaso de Álgebra y Geometría;6,855561971;1,446920707;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,33;3,8
281;61;0,555639472;0;0 No dominó temas;28;28;2 Ecuaciones y desigualdades;35,341591976;0,966028641;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,14;1,8
373;72;0,479611686;6;1 Repaso de álgebra y geometría;60;66;4 Temas Parcial 2 Cálculo I;20,311693311;2,870361179;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,92;4,5
318;62;0,506269361;1;1 Repaso de álgebra y geometría;17;18;2 Ecuaciones y desigualdades;17,607225502;0,954020825;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,99;1,5
313;60;0,274115577;0;1 Repaso de álgebra y geometría;18;19;2 Ecuaciones y desigualdades;16,135288914;1,111640972;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,39;3,6
279;55;0,679677742;0;0 No dominó temas;18;18;2 Ecuaciones y desigualdades;21,070803175;0,860828805;Economía;Div Humanidades, Artes y Cs. S;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;0,71;1,5
404;71;3,301787233;16;2 Ecuaciones y desigualdades;14;30;2 Ecuaciones y desigualdades;10,109747599;1,385027047;Ingeniería Civil;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,93;4,6
256;56;0,224809111;1;0 No dominó temas;23;23;2 Ecuaciones y desigualdades;8,464440479;2,736975237;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;2,59;1,6
315;70;0,51644733;2;1 Repaso de álgebra y geometría;41;42;3 Temas Parcial 1 Cálculo I;23,153340576;2,003445883;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;2,45;2,7
293;62;1,200751849;87;2 Ecuaciones y desigualdades;1;88;2 Ecuaciones y desigualdades;2,318416545;0,445875148;Ciencia de Datos;División de Ciencias Básicas;MAT4190;0 Avance menor a 25 temas;No alcanzo meta;2,01;1,5
301;65;0,115134002;1;1 Repaso de álgebra y geometría;13;14;2 Ecuaciones y desigualdades;9,21586694;1,392738054;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,29;2,5
263;53;0,161636514;0;0 No dominó temas;9;9;1 Repaso de Álgebra y Geometría;8,309763705;1,058646182;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,62;1,6
316;68;0,10090552;0;0 No dominó temas;8;8;1 Repaso de Álgebra y Geometría;9,916239739;0,801837982;Economía;Div Humanidades, Artes y Cs. S;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;1,6;3
439;71;1,889370336;26;2 Ecuaciones y desigualdades;47;73;4 Temas Parcial 2 Cálculo I;23,978151446;2,240237741;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,92;4,2
340;66;0,783867468;6;1 Repaso de álgebra y geometría;42;48;3 Temas Parcial 1 Cálculo I;26,645612445;1,43205298;Administración de Empresas;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,96;4,8
381;70;1,232032288;13;1 Repaso de álgebra y geometría;9;19;2 Ecuaciones y desigualdades;8,427328528;1,085040687;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,7;3,9
410;73;1,053981943;23;2 Ecuaciones y desigualdades;55;79;4 Temas Parcial 2 Cálculo I;11,71361139;4,626367465;Ingeniería Mecánica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,94;4,6
346;73;0,332430743;0;0 No dominó temas;25;25;2 Ecuaciones y desigualdades;24,633261604;1,094395946;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,51;1,5
359;78;0,570686008;7;1 Repaso de álgebra y geometría;4;10;1 Repaso de Álgebra y Geometría;4,725775458;0,844235259;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,51;4,2
291;57;0,12900337;2;0 No dominó temas;29;29;2 Ecuaciones y desigualdades;32,348153747;1,052010463;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,45;3,8
347;73;0,340604398;1;0 No dominó temas;25;25;2 Ecuaciones y desigualdades;26,015628966;1,037103575;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,53;1,5
378;74;0,733182977;27;1 Repaso de álgebra y geometría;91;117;3 Gráficos y funciones;39,811392266;2,336869871;Ciencia de Datos;División de Ciencias Básicas;MAT4190;3 Avance superior a 80 temas;No alcanzo meta;3,96;3,3
235;64;0,450850123;1;0 No dominó temas;13;13;2 Ecuaciones y desigualdades;27,336485349;0,475164297;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,84;1,3
269;58;0,517010822;1;1 Repaso de álgebra y geometría;32;34;3 Temas Parcial 1 Cálculo I;45,426838504;0,78926857;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;2,63;1,3
337;67;0,52550964;0;1 Repaso de álgebra y geometría;24;25;2 Ecuaciones y desigualdades;10,526850962;1,89098625;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;2,4;3,3
252;49;0,460666203;0;0 No dominó temas;1;1;1 Repaso de Álgebra y Geometría;5,679162105;0,177900978;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,04;3
335;74;2,882940868;24;2 Ecuaciones y desigualdades;53;77;4 Temas Parcial 2 Cálculo I;23,816318374;1,913526676;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,32;4,6
407;80;1,066325596;46;3 Temas Parcial 1 Cálculo I;32;79;4 Temas Parcial 2 Cálculo I;15,252696578;2,092458288;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,96;5
354;63;1,768962297;30;2 Ecuaciones y desigualdades;4;34;3 Temas Parcial 1 Cálculo I;3,135720623;1,275844938;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,87;4,8
288;59;0,435000129;0;0 No dominó temas;10;10;1 Repaso de Álgebra y Geometría;26,488600103;0,380221733;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,09;1,6
327;64;0,883999096;0;0 No dominó temas;7;7;1 Repaso de Álgebra y Geometría;6,922440715;0,992302225;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;5;3,6
264;50;0,505275868;3;1 Repaso de álgebra y geometría;25;27;2 Ecuaciones y desigualdades;20,01751542;1,31909915;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,98;2,8
308;63;0,542441581;5;1 Repaso de álgebra y geometría;21;26;2 Ecuaciones y desigualdades;8,026536245;2,620268737;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;5;4,5
387;74;3,194187429;45;3 Temas Parcial 1 Cálculo I;35;79;4 Temas Parcial 2 Cálculo I;29,110234844;1,108226848;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,09;4,7
373;79;0,254906795;3;1 Repaso de álgebra y geometría;57;60;4 Temas Parcial 2 Cálculo I;40,559355267;1,583692292;Negocios Internacionales;Escuela de Negocios;MAT1100;3 Avance superior a 55 temas;Cumplimiento meta;4,08;4,4
306;58;0,350165939;0;0 No dominó temas;33;33;3 Temas Parcial 1 Cálculo I;33,235987459;1,061930745;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,25;2,8
309;55;0,37262049;1;1 Repaso de álgebra y geometría;11;12;2 Ecuaciones y desigualdades;16,691138285;0,653374437;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,54;1,6
397;76;0,400636194;2;1 Repaso de álgebra y geometría;41;42;3 Temas Parcial 1 Cálculo I;22,21098279;1,553819107;Ingeniería Industrial;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,84;4,2
337;75;0,373466843;1;1 Repaso de álgebra y geometría;1;2;1 Repaso de Álgebra y Geometría;1,826742583;0,553866537;Geología;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,9;3
375;68;1,370632265;22;2 Ecuaciones y desigualdades;14;35;3 Temas Parcial 1 Cálculo I;7,21719382;1,918069019;Ingeniería Electrónica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,12;3,9
357;67;1,707283197;24;2 Ecuaciones y desigualdades;56;79;4 Temas Parcial 2 Cálculo I;27,622009011;2,138130803;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;4,7
295;66;0,202084518;0;0 No dominó temas;35;35;3 Temas Parcial 1 Cálculo I;32,020920747;0,839089384;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;1,66;2,5
342;67;0,365308976;2;1 Repaso de álgebra y geometría;18;20;2 Ecuaciones y desigualdades;12,468287924;1,439075325;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,66;4,1
327;61;0,909864058;8;1 Repaso de álgebra y geometría;9;17;2 Ecuaciones y desigualdades;6,840479382;1,323967674;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,65;4,1
441;80;0,846339924;17;2 Ecuaciones y desigualdades;15;32;3 Temas Parcial 1 Cálculo I;4,99497246;2,890178621;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,67;4,5
321;63;0,941525992;5;1 Repaso de álgebra y geometría;35;40;3 Temas Parcial 1 Cálculo I;21,901706885;1,341632961;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,6;3,9
361;83;0,387152105;3;1 Repaso de álgebra y geometría;28;30;2 Ecuaciones y desigualdades;23,973744027;1,282563828;Economía;Div Humanidades, Artes y Cs. S;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,49;3,8
371;75;0,226649363;1;1 Repaso de álgebra y geometría;23;24;2 Ecuaciones y desigualdades;12,438333913;1,86115799;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,25;3,1
341;68;0,746840914;5;1 Repaso de álgebra y geometría;73;79;4 Temas Parcial 2 Cálculo I;31,723491786;2,402188239;Ingeniería Civil;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,02;4,3
350;72;0,21139079;0;0 No dominó temas;19;19;2 Ecuaciones y desigualdades;12,291719367;1,535035378;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,76;2,9
418;78;0,913099389;24;2 Ecuaciones y desigualdades;24;47;3 Temas Parcial 1 Cálculo I;13,020353128;1,870616348;Ciencia de Datos;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,55;4,9
359;70;2,222358842;18;2 Ecuaciones y desigualdades;45;63;4 Temas Parcial 2 Cálculo I;21,864216606;2,05551876;Ciencia de Datos;División de Ciencias Básicas;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,49;4,7
254;50;0,478636103;0;0 No dominó temas;1;1;1 Repaso de Álgebra y Geometría;6,006326233;0,16157562;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,14;3,1
341;75;0,437202984;1;1 Repaso de álgebra y geometría;0;1;1 Repaso de Álgebra y Geometría;0,709578878;0,010311871;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,98;3
363;76;0,879670691;10;1 Repaso de álgebra y geometría;27;37;3 Temas Parcial 1 Cálculo I;16,26589258;1,394345102;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,76;3,3
351;61;0,401406288;2;1 Repaso de álgebra y geometría;36;38;3 Temas Parcial 1 Cálculo I;9,601626554;2,262453836;Ciencia de Datos;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,1;3,5
315;62;0,328649838;0;0 No dominó temas;9;9;1 Repaso de Álgebra y Geometría;16,062273959;1,052303381;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,09;1,6
342;72;0,355378287;0;0 No dominó temas;31;31;3 Temas Parcial 1 Cálculo I;26,403659385;0,895466129;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,13;3,2
335;66;0,530443366;5;1 Repaso de álgebra y geometría;71;75;4 Temas Parcial 2 Cálculo I;55,479629011;1,471590762;Ingeniería Civil;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,33;4,1
261;53;0,366425367;0;0 No dominó temas;11;11;2 Ecuaciones y desigualdades;9,448249944;1,165370847;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,85;3,6
354;71;0,590029775;5;1 Repaso de álgebra y geometría;43;47;3 Temas Parcial 1 Cálculo I;33,79137798;1,213213079;Ingeniería Electrónica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,31;3,6
316;70;0,364676791;0;0 No dominó temas;11;11;2 Ecuaciones y desigualdades;9,089690419;1,237131914;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,77;3,1
383;73;0,514838674;4;1 Repaso de álgebra y geometría;61;65;4 Temas Parcial 2 Cálculo I;26,353425369;2,228308719;Ingeniería Industrial;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;5;4,8
409;82;0,954189444;7;1 Repaso de álgebra y geometría;15;23;2 Ecuaciones y desigualdades;26,780420039;1,044847421;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,04;2,9
342;64;0,555323428;4;1 Repaso de álgebra y geometría;19;23;2 Ecuaciones y desigualdades;27,753245467;1,081034731;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,86;3,8
420;100;1,901488752;62;4 Temas Parcial 2 Cálculo I;17;79;4 Temas Parcial 2 Cálculo I;6,934934549;2,464335566;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,87;4,6
370;76;0,311833495;4;1 Repaso de álgebra y geometría;25;28;2 Ecuaciones y desigualdades;23,955575186;1,219572827;Básico Negoc Internacionales;Centro de Educ. Continuada;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,25;3,1
348;69;0,276414387;2;1 Repaso de álgebra y geometría;4;5;1 Repaso de Álgebra y Geometría;8,065584847;0,500488702;Ingeniería Civil;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,66;2,4
305;63;0,207101295;0;1 Repaso de álgebra y geometría;4;5;1 Repaso de Álgebra y Geometría;4,788335625;0,840875921;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;1,14;1,6
356;74;1,733699118;37;1 Repaso de álgebra y geometría;18;54;1 Repaso de Álgebra y Geometría;6,743159747;2,720461545;Ciencia de Datos;División de Ciencias Básicas;MAT4190;0 Avance menor a 25 temas;No alcanzo meta;4,09;3,1
378;81;0,643148733;7;1 Repaso de álgebra y geometría;52;60;4 Temas Parcial 2 Cálculo I;17,173923938;3,29228896;Ingeniería Mecánica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,8;4,5
423;81;0,939941267;8;1 Repaso de álgebra y geometría;58;66;4 Temas Parcial 2 Cálculo I;35,148337282;1,831389872;Ciencia de Datos;División de Ciencias Básicas;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,47;3,5
358;76;0,37269117;0;1 Repaso de álgebra y geometría;35;36;3 Temas Parcial 1 Cálculo I;30,020397906;1,084042851;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,88;3
296;61;0,135646651;1;0 No dominó temas;28;28;2 Ecuaciones y desigualdades;35,262550257;0,591265443;Básico Negoc Internacionales;Centro de Educ. Continuada;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,87;3,9
263;48;0,523203304;1;1 Repaso de álgebra y geometría;21;22;2 Ecuaciones y desigualdades;12,034614532;1,743883737;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,15;3,5
340;71;0,166737004;2;1 Repaso de álgebra y geometría;7;9;1 Repaso de Álgebra y Geometría;3,222987161;2,165867661;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,38;1,5
387;73;0,509398086;7;1 Repaso de álgebra y geometría;9;15;2 Ecuaciones y desigualdades;3,908695997;2,299159303;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,42;3,6
311;60;0,44163688;0;0 No dominó temas;33;33;3 Temas Parcial 1 Cálculo I;37,742518896;0,959538274;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,53;3,1
319;76;0,68567171;0;0 No dominó temas;60;60;4 Temas Parcial 2 Cálculo I;44,673701535;1,30826296;Ingeniería Electrónica;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;2,74;3,2
303;62;1,27783978;2;1 Repaso de álgebra y geometría;38;40;3 Temas Parcial 1 Cálculo I;27,920605048;0,863610057;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,49;3,9
260;60;0,370661906;0;0 No dominó temas;9;9;1 Repaso de Álgebra y Geometría;9,751440382;0,901196219;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,77;1,6
389;71;0,919445699;66;1 Repaso de álgebra y geometría;0;67;1 Repaso de Álgebra y Geometría;0,915813914;0;Matemáticas;División de Ciencias Básicas;MAT4190;0 Avance menor a 25 temas;No alcanzo meta;4,64;4,5
305;66;0,111433335;0;1 Repaso de álgebra y geometría;13;14;2 Ecuaciones y desigualdades;10,113755718;1,260494393;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,06;2,3
407;73;1,274488955;40;3 Temas Parcial 1 Cálculo I;38;79;4 Temas Parcial 2 Cálculo I;10,253726792;3,820879536;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,94;4,6
